,Product_Form,Cu,Ni,Mn,P,Temperature_Celsius,AUC8e+22,AUC1.4571428571428572e+23,AUC2.1142857142857144e+23,AUC2.7714285714285714e+23,AUC3.428571428571429e+23,AUC4.0857142857142864e+23,AUC4.7428571428571424e+23,AUC5.4e+23,AUC6.057142857142857e+23,AUC6.714285714285714e+23,AUC7.371428571428572e+23,AUC8.028571428571429e+23,AUC8.685714285714285e+23,AUC9.342857142857142e+23,AUC1e+24
200,W,0.14,0.8,1.44,0.012,289.0,29.239448280650873,65.48637988289754,105.19430642152302,147.72897200482086,192.77562084670706,240.1108898963126,289.568742066113,341.0134627916738,394.34015295332955,449.4597511838054,506.28300127070736,564.7610154689445,624.8088841603551,686.3968481689159,749.4717659107923
201,W,0.24,0.52,1.3,0.009,285.0,51.60693795134416,112.74407074760822,177.2541588276666,244.4103404587331,313.91965393419053,385.57163348888724,459.2125311538285,534.7119136527366,611.9754186993646,690.9217214118912,771.4548650935711,853.549260025104,937.0978781930445,1022.0977954207135,1108.4930494281302
202,W,0.031,0.66,1.39,0.008,287.0,6.1997304022097355,16.27406293851621,29.384972609989415,45.06751430577432,63.033924690518454,83.08215779707609,105.05974824966748,128.84608440526247,154.3425074695173,181.4662723288195,210.14661953694227,240.3220918806896,271.9386285819348,304.9481684152836,339.30759872170324
203,P,0.11,0.61,1.37,0.004,287.22222222222223,19.03898277322442,43.59642519830965,71.32864166265439,101.69044520541935,134.38846731742177,169.21538715385785,206.01618278257962,244.66574720262608,285.0652067626053,327.13102311153625,370.78434227956296,415.97289297363835,462.6269628887909,510.71047251068126,560.176080040465
204,W,0.1,0.81,1.44,0.015,276.0,24.185198373169918,55.896643885423174,92.13856171591239,132.14699726514993,175.50152715810273,221.9053684217376,271.1362600296182,323.0154354005077,377.4007837827156,434.1723877679035,493.2188792295959,554.4628184816861,617.8078590536868,683.1991478100733,750.5696656656428
205,P,0.12,0.2,1.37,0.01,280.55555555555554,18.949447948354173,44.452320850382186,74.13773692469265,107.31630690663839,143.59787946942734,182.70740909495552,224.43852484647206,268.62592161163997,315.1372521928584,363.861008802137,414.6956874782046,467.5665718137009,522.3882634917693,579.1063099034145,637.6594487962903
206,W,0.03,0.9,0.937,0.004,283.8888888888889,5.779946846397971,15.172146634962122,27.39531701379508,42.01599429126973,58.76589957866426,77.45666743508548,97.94615591068205,120.12191997308233,143.8919810118885,169.1791965825988,195.91759835892495,224.04989039369582,253.5256723624172,284.30013726379565,316.3330915956223
207,P,0.12,0.56,1.35,0.01,288.0,20.575777935823353,47.36387905054648,77.82249028177365,111.3280515548481,147.5405285820777,186.21977932677368,227.18607423691495,270.2946573920741,315.43072723477434,362.4973610681649,411.40394944306905,462.08868854274743,514.4724892236775,568.5120177489317,624.1527992455344
208,P,0.12,0.58,1.35,0.01,276.0,25.822929149553385,59.40898958011877,97.56936977991731,139.526117046732,184.85557638150675,233.2585306735106,284.51105763626896,338.43277161028783,394.88066433597714,453.733990081847,514.8797580138432,578.2411184296468,643.7193178476556,711.2605560864861,780.7969120119044
209,P,0.12,0.64,1.29,0.011,287.22222222222223,21.5056550000917,49.42908190652767,81.11630869258897,115.92601227363546,153.5097587999604,193.62142982296237,236.07686979100765,280.72767586796874,327.4562672380793,376.1633541431483,426.7558662497575,479.17081724884775,533.3266803949525,589.1794797380138,646.6732824049731
210,P,0.13,0.55,1.35,0.015,276.0,28.02577542361673,64.46344281260001,105.85265204082148,151.35095126758867,200.49979247171925,252.9753064532115,308.5351307350927,366.98400992852726,428.16716754711825,491.9539179063446,558.2219238901657,626.8880683718982,697.8453770889824,771.0356959889637,846.3854895662623
211,W,0.03,0.78,1.75,0.003,287.0,5.769128620452783,15.143749192090683,27.34404167560058,41.937353685804986,58.655908466910276,77.31169313834152,97.76283179486165,119.89708986550988,143.62266089465288,168.86254682396012,195.55090279891184,223.63054011216428,253.05115277263377,283.76801764351154,315.741016452067
212,W,0.03,0.78,1.7,0.004,287.0,5.996494641433322,15.740576585455798,28.421692454830275,43.5901386842519,60.96758521959004,80.35860944071261,101.61574399830688,124.62233106627336,149.2829460223732,175.51755625257485,203.25772190343227,232.44400041443112,263.0241031947267,294.95154453254753,328.18462506161535
213,P,0.133,0.537,1.645,0.008,276.1111111111111,28.95118698983076,66.10670276884223,107.90941941543646,153.5562065323503,202.61827993918615,254.79250340685584,309.85233510724737,367.6147303666738,427.93532739256653,490.6920997886099,555.7692019014096,623.0911522021466,692.5547697845832,764.1084628679021,837.68273765859
214,P,0.133,0.537,1.645,0.008,285.55555555555554,24.36194386131323,55.626009072115636,90.79899217150763,129.20530538881695,170.48428987972775,214.38097066508408,260.7047992802405,309.301811457779,360.0505830552214,412.8484759376962,467.5980444779043,524.2358082661292,582.6749677190089,642.8721386641878,704.7688656933832
215,W,0.03,0.77,1.73,0.005,287.0,6.240320510556478,16.38061047124127,29.577358269465872,45.36257476323188,63.44661260865699,83.62610302822065,105.74758244368584,129.6896495583857,155.35299965131625,182.65434587028832,211.52246550157727,241.8954989669195,273.719031548146,306.94468735935,341.5290714796276
216,W,0.22,0.6,1.55,0.021,291.1111111111111,42.549788346299444,93.91527408767439,148.98531578988107,207.02807855642067,267.71336922531134,330.8056191269888,396.1310336545875,463.54523812180753,532.9397824041379,604.2220013740433,677.2919897044511,752.1081573710003,828.5677985178017,906.651756861405,986.3011195291905
217,P,0.22,0.508,1.22,0.012,281.1111111111111,43.80018303910159,97.16468519492479,154.81453028358135,215.9286522873998,280.1218579097358,347.1199545941569,416.7200091906964,488.7545834975299,563.0963795418224,639.6369213546135,718.262744815715,798.9205670236719,881.4972743843166,965.9645911517862,1052.2553469019788
218,W,0.07,0.72,1.44,0.011,276.0,13.614531315845241,33.037976518705236,56.527294179838584,83.43493937067169,113.37877661479227,146.0899321430307,181.36611432703296,219.04624881541997,259.00004383544973,301.1179643047843,345.30320332434303,391.4785421343267,439.56601360458217,489.5072607632507,541.2435979803786
219,P,0.05,0.62,1.35,0.007,288.0,6.8875213517925085,18.079488735428658,32.64490762388691,50.067252431266944,70.0268356892561,92.29919668384274,116.71495570607735,143.14012059617994,171.46508746680368,201.59793155674308,233.46004344831206,266.98314793587286,302.107186800844,338.7787669608459,376.94999288811243
220,F,0.06,0.71,1.26,0.008,287.0,8.09363745142627,20.536137668329474,36.259027569267126,54.75346189920183,75.7094051363307,98.90902453382752,124.18810020775793,151.41644686588282,180.48795953320754,211.31357982726152,243.81632496889145,277.9311355053182,313.5981433985739,350.7670038304852,389.39089049028945
221,F,0.06,0.73,1.43,0.005,287.0,7.879636105016909,19.938691159367732,35.13890496813166,52.992420004901696,73.20243698065585,95.56040915034188,119.90913188296594,146.12395564446257,174.10332301331394,203.76198620906405,235.02617958930244,267.8337286438911,302.1271702781564,337.8584426261143,374.98268346188405
222,F,0.06,0.73,1.33,0.006,287.0,7.929732857233062,20.081031893366124,35.40847483161606,53.41894776684647,73.81232329239802,96.37772018231715,120.95616977020379,147.42163123755753,175.6714032281401,205.619279585065,237.19068770928945,270.32272467070476,304.9573269362227,341.0458548445674,378.54295330961065
223,F,0.11,0.99,0.66,0.01,285.0,20.725433078561768,47.742133264414775,78.48858383124917,112.33201907923758,148.92680790060442,188.02887552702057,229.45552799320336,273.0596586505792,318.7245509905779,366.35167484581166,415.84902918616314,467.1536386251868,520.1853291985642,574.8998619380264,631.2419157078311
224,F,0.12,0.97,0.72,0.015,285.0,22.972533821107422,52.808907185164074,86.67382369598687,123.88106557771873,164.05766303555424,206.94017150352045,252.33146605784557,300.07270167637523,350.03801138606565,402.1211106053772,456.2224002771623,512.2744199557202,570.189956485273,629.9218889793763,691.4103585540264
225,F,0.04,0.77,1.46,0.007,295.0,6.0208883109142155,15.80460906536685,28.53731156454153,43.76746285433335,61.21560063723402,80.68550731619749,102.02911564647322,125.12929323930092,149.89022728620398,176.23155960142066,204.0845719189885,233.38957986675783,264.0940821445132,296.15140393715575,329.5196762458771
226,F,0.12,1.0,0.83,0.01,290.0,21.739486910679673,49.8763833014285,81.73110765639956,116.66783406543509,154.342680729513,194.51269035906796,236.9961299948276,281.64644872050474,328.34767091971275,377.0018371167949,427.5168210348388,479.8308794965475,533.8629599643402,589.5701838624635,646.8972118557678
227,F,0.06,0.71,1.35,0.007,287.0,8.079610729203212,20.491273447639692,36.16870087640638,54.60521256695612,75.49216838860579,98.61271364544052,123.80336829330875,150.93452919115506,179.90057192176067,210.61284037341923,242.9946864178014,276.9813617054684,312.5132419373822,349.5402316364449,388.0157092756244
228,F,0.06,0.7,1.39,0.007,287.0,8.115964023724471,20.590503526995384,36.35228027848393,54.89136129080802,75.89706710695808,99.15111196661093,124.48893508490046,151.78007984754905,180.91822164276823,211.814117471295,244.39062174987902,278.5825444024139,314.32988671495275,351.5822049073125,390.29257394172595
229,F,0.04,0.77,1.41,0.006,295.0,5.790642824115541,15.200223180758803,27.446012929887786,42.09374624135922,58.87464776773076,77.60000349179668,98.12740842545129,120.34420945317063,144.15825775517712,169.49226813239196,196.28015018201532,224.46450192888125,253.99482978107247,284.82624382049715,316.9184761655764
230,F,0.06,0.7,1.38,0.007,287.0,8.101476286970827,20.552473754010194,36.2836124945534,54.78604602045847,75.74976732967427,98.95696280963152,124.24342796163869,151.47898802072774,180.55754892427098,211.39006103454608,243.89954412133667,278.0209517238015,313.69441145902283,350.8695918578917,389.4996686297403
231,F,0.06,0.7,1.28,0.007,287.0,7.952389237271574,20.16112576422364,35.576981949722736,53.70229200064947,74.233968858869,96.95905758068818,121.71702005475508,148.38058190577232,176.8460215530785,207.0262791591629,238.84607607055378,272.241843709157,307.1550097101835,343.5363983493448,381.34022208091505
232,P,0.03,0.57,1.35,0.005,288.0,6.45657818216456,16.94827885847187,30.602358607325503,46.93461017068395,65.6453485054683,86.52415710988964,109.41225414104008,134.1840311526836,160.73674202882586,188.9842136198991,218.85275499628986,250.27836284235153,283.20473670339976,317.58182423212986,353.36472666107426
233,P,0.03,0.57,1.35,0.007,284.0,7.378382861767229,19.367982039036896,34.971452665388085,53.63545728660303,75.01752487183612,98.87719778751897,125.03302493131574,153.34146475833174,183.68510210530613,215.9654608952865,250.09832935590893,286.01056642794026,323.6378336493917,362.92293270698826,403.814554643099
234,F,0.06,0.69,1.56,0.008,284.0,8.963099046743329,22.787121126285562,40.28719528122299,60.89360442230993,84.25885458202747,110.13880590976724,138.34939397730935,168.74472281720202,201.20585331811046,235.63296010019252,271.9398165845661,310.05341434183975,349.90677652204477,391.44336554361905,434.61072643838787
235,F,0.06,0.69,1.36,0.006,287.0,7.882918991102561,19.97349941766058,35.23209385116159,53.166975358469344,73.47876894268276,95.95712488666135,120.44347217823751,146.81209052390264,174.96053242175472,204.80280609759834,236.26454012665909,269.282967286082,303.8002005218313,339.7676947541933,377.14021577854663
236,F,0.06,0.69,1.3,0.007,287.0,7.962320968946593,20.19103069550011,35.63542093257913,53.79655060155004,74.37051686702571,97.14379281227153,121.95540785509561,148.67774698929003,177.20680792159163,207.45529574931484,239.3477352602424,272.8203774116799,307.8145053562168,344.2807993576583,382.17335168767084
237,F,0.06,0.73,1.43,0.006,287.0,8.071953849525215,20.45435673647798,36.08256220186377,54.45279056143372,75.25831315582161,98.28361385141314,123.36622644633056,150.3773433069958,179.21199985752745,209.7820917791185,242.01142326042458,275.8356815510258,311.19556297076144,348.04132534022597,386.32662457461726
238,F,0.09,0.88,0.71,0.006,285.6,14.476007639611835,33.72827217187001,55.953899872031435,80.6580770314582,107.56404517957837,136.47658862999918,167.24934930603536,199.76489159687083,233.9294722131947,269.6640583263864,306.89610087857295,345.5734430213415,385.63431961162206,427.0411542464109,469.7502142701005
239,F,0.06,0.67,1.35,0.008,287.0,8.152048816018109,20.704694359544174,36.5810194137169,55.26569143093915,76.44455461823576,99.89688647834777,125.45628310162218,152.9908373689807,182.3930276087088,213.57260871831338,246.4516007973908,280.96403964920796,317.04931802480246,354.65637211882495,393.7377664122736
240,F,0.07,0.7,1.39,0.005,287.0,9.84176710723201,24.053101254606975,41.36784289830821,61.29432020712976,83.54052794005082,107.90106787302364,134.22134250697326,162.37836315568393,192.2724932077228,223.8199963117423,256.9471949731989,291.59462468656716,327.7033522714381,365.22821434118254,404.1245164969003
241,F,0.08,0.65,1.52,0.009,286.0,12.596299695963484,30.396831887112114,51.79504966820025,76.2153878046719,103.32004168173381,132.87127000669187,164.69026687812615,198.63454920817898,234.5890154527043,272.4568736149751,312.15225085881815,353.607344556174,396.7525882895915,441.53696493943244,487.90844734585266
242,F,0.07,0.74,1.25,0.008,287.0,10.201707011599753,25.02938840433469,43.16709789343212,64.09181827052261,87.49192681444312,113.14825797243834,140.89581829702541,170.60340731358568,202.16465420075667,235.49017764913685,270.5015094471272,307.1349442169277,345.32793531151174,385.0319792085157,426.19945913280196
243,F,0.07,0.72,1.4,0.006,287.0,10.081827441511425,24.690521591121477,42.52721174109603,63.08121703707391,86.04871698528466,111.21601909809503,138.4222653413297,167.53951729016654,198.46408556416293,231.10883545392292,265.39719181201036,301.2671549334703,338.6575885969231,377.521341352437,417.81195250425765
244,F,0.08,0.84,1.23,0.009,284.0,13.64159763698626,32.762997387374675,55.629964314211826,81.64079271335008,110.44410733940838,141.79255932627794,175.50017712092438,211.41866266767633,249.42836281728185,289.4286318513006,331.3298623926475,375.0619682187893,420.55196923971545,467.7473465443297,516.5938391746881
245,F,0.08,0.97,0.79,0.008,290.0,12.506766845115623,29.91057885392497,50.626041638293735,74.11905968580574,100.07922964740912,128.2879966178311,158.58108895398928,190.82742388928168,224.92136153201938,260.77402123224294,298.3060035117848,337.4557666434903,378.15831711578613,420.36772293835753,464.0359287417369
246,F,0.087,0.64,1.26,0.017,262.0,22.07987000230787,53.01636514048426,90.00296773053577,132.0675481008826,178.6425667132092,229.32850206928782,283.8249753426427,341.8924484889719,403.337664517592,467.998063929908,535.7288890318948,606.4169744849371,679.9443903790292,756.2263551830516,835.175214602665
247,F,0.07,0.71,1.39,0.013,284.0,11.45408479095503,28.32410536058787,49.124568068205775,73.23752842716134,100.29256121214907,130.02921566101324,162.25134258015905,196.80309776195588,233.5579481779539,272.4096031778712,313.2651429873048,356.0482920261737,400.6854733288264,447.1183476617003,495.2904923303762
248,F,0.07,0.69,1.4,0.008,284.0,10.82979265034966,26.629005246896604,45.99856061414126,68.37512896268038,93.4224763025345,120.90414657831069,150.64210975632736,182.49483341138728,216.34752195397647,252.10372350684412,289.678866410647,329.00406897280226,370.01204862953705,412.6502907513696,456.86746523119064
249,F,0.04,0.76,1.39,0.008,295.0,6.0608240211021,15.90943882713525,28.72659556140907,44.05776631487773,61.621635155694406,81.22068300293148,102.70586050251009,125.95925834291549,150.8844282027111,177.4004788915266,205.43823634475123,234.93762031214118,265.84578125969847,298.1157347848031,331.70533417743275
250,F,0.07,0.69,0.66,0.01,285.0,9.380419667277033,22.890326930690453,39.324185161393,58.21824675479219,79.29745614573189,102.36832603710633,127.28523623583747,153.9323184834256,182.21573440695704,212.0566152723653,243.3855022053454,276.1464721049693,310.2838864393366,345.7553150153677,382.5186284616968
251,W,0.32,0.59,1.47,0.016,291.1111111111111,55.67463771371354,121.52268093543685,190.90546093408403,263.0537601808957,337.6615152397661,414.5086626565395,493.4346357749945,574.3028711991267,657.0150227701183,741.4862418736014,827.6153512006009,915.3770532286935,1004.657513600563,1095.4554647041623,1187.7119725746677
252,F,0.07,0.68,1.4,0.008,287.0,10.229415652912847,25.1567287432783,43.46028047544706,64.60742148550658,88.28019044962488,114.25498278368853,142.3634431276697,172.47173264490698,204.47129273467866,238.27091244421015,273.79062241608034,310.9652746809812,349.7312567318375,390.0388958349723,431.8396545753726
253,F,0.02,0.81,0.63,0.011,292.77777777777777,5.409309638821759,14.199237677291759,25.63860123967239,39.321732352276456,54.99755542267713,72.48978388248152,91.66539058804196,112.41914100803672,134.66495463047954,158.33063574497825,183.3544462226657,209.68276420030767,237.2684212577905,266.06948362817377,296.0483352044769
254,F,0.066,0.72,1.26,0.008,287.0,9.333655472301672,23.17618455846576,40.31365220957511,60.22929092637286,82.61240848567454,107.2445819615978,133.96128335960822,162.63184529587738,193.15010216272924,225.4268856376235,259.3844041182478,294.9584586656547,332.0876507955752,370.72277109639236,410.81656818623804
255,F,0.04,0.69,1.33,0.007,287.0,6.594693730604335,17.310827063357593,31.256987332224565,47.93860938538221,67.04959748310763,88.37503401021632,111.75274055046133,137.05442171121618,164.1751334884165,193.02685936415332,223.5343320532156,255.6321791164376,289.26289575095586,324.37535891734274,360.9237093985379
256,F,0.04,0.75,0.63,0.006,292.22222222222223,4.739716252258453,12.441579810062319,22.464917539332788,34.45427722596355,48.18966276223866,63.51660927758208,80.31855644233295,98.50329622040022,117.99540360768806,138.73161966641376,160.65784854473785,183.72710598152216,207.89806231691475,233.13397457076556,259.4018829597551
257,W,0.35,0.73,1.75,0.013,285.55555555555554,67.28023385411902,146.62246304551581,230.0125232640543,316.55295854715047,405.89538029400256,497.7888813539735,592.0508174110073,688.5250807298363,787.1002492256438,887.6799920652841,990.1470773885068,1094.475898390707,1200.5323948401378,1308.3190914791621,1417.7678634047572
258,F,0.1,0.88,0.75,0.006,285.6,16.872316258151596,38.864247067143786,63.89056668253954,91.43642892355469,121.22064741228336,153.04465521443404,186.75982297666363,222.24647095728633,259.4096465615262,298.16919181155464,338.45025381097264,380.20160844701024,423.3580176993522,467.88350261204874,513.7330539671076
259,F,0.01,0.75,1.42,0.004,255.0,11.333638754531655,29.75038242758332,53.71824946690004,82.3872803443646,115.23141900945545,151.8813081103395,192.0582278673558,235.54168985552252,282.15133733954497,331.7359051569815,384.1660389730499,439.3293897325438,497.12712969775066,557.4713988277683,620.2833834853056
260,F,0.05,0.71,1.35,0.009,287.0,6.97727265661419,18.315082590116493,33.070303481899685,50.71967890009715,70.93935552834284,93.50194770460172,118.2358685325906,145.00537980042134,173.69944937226683,204.22495461517045,236.5022617519634,270.46220588266357,306.0439461699205,343.1933937659885,381.8620290163817
261,W,0.27,0.74,1.33,0.023,280.0,68.91466043108034,150.65504425479617,236.99534400243695,326.95118469429457,420.1221616268959,516.2207917163441,615.0368876964276,716.3924533813549,820.1583020704799,926.2231789868466,1034.4567904896899,1144.8228401895824,1257.1769061215894,1371.5133472976677,1487.7561088565326
262,F,0.05,0.725,1.28,0.012,287.0,7.291164758418188,19.139037744495575,34.558063467513726,53.00144534327652,74.13076060928144,97.70839402427404,123.55503937610547,151.5288518902348,181.51380434003093,213.41258471075133,247.14197667730022,282.6297037634547,319.81218803683385,358.6329073117767,399.0411591415986
263,F,0.05,0.72,1.49,0.008,286.0,7.171228630328786,18.824209845457716,33.989600065040754,52.12959724379759,72.9113455097208,96.10113827716246,121.52261883429914,149.03627568441468,178.5279901925471,209.9020510794537,243.07661088827274,277.9805820558007,314.55143247584454,352.73356972531536,392.4771253882133
264,F,0.05,0.72,1.37,0.005,287.0,6.2982975128809295,16.53279795740653,29.85215290000434,45.78402524771295,64.0360766274471,84.40304882154173,106.7300524663027,130.8945583609359,156.79633917316596,184.35133425689102,213.48765918887477,244.1428796715092,276.26207543530995,309.7964211480884,344.7021187193563
265,P,0.04,0.6,1.35,0.008,276.0,8.779253088531718,23.045214557233656,41.61118222991109,63.81876121909975,89.26045845868835,117.65016268802324,148.77197224132692,182.4550925725642,218.55981590917708,256.96896936668276,297.5823526062715,340.31293790354897,385.08417140495254,431.827995044388,480.48335827281306
266,F,0.05,0.69,0.67,0.01,285.0,5.9582907266256395,15.640292722490342,28.240616679371076,43.31242411193466,60.57915821831074,79.84664142394422,100.96834590009016,123.82835705247305,148.3318582130601,174.3993266589062,201.9627585696959,230.9630900959209,261.34836577950625,293.07239607106857,326.093747272713
267,F,0.05,0.71,1.42,0.005,287.0,6.351082665600586,16.6713570304386,30.10233962849958,46.16773477554624,64.57275405137547,85.11041899783756,107.62454214509116,131.99156739220567,158.11042741561752,185.89635706867813,215.27686947482906,246.18900708332512,278.57738934556573,312.3927817310653,347.5910190836498
268,P,0.05,0.58,1.35,0.005,284.0,6.942166495718224,18.222930216563764,32.90391018582955,50.46448273740015,70.58242402349853,93.03149247348901,117.64096453088949,144.27578495088812,172.8254802560646,203.19739636017022,235.31230016354044,269.1013747695217,304.5040854615542,341.4666155400351,379.9406894772137
269,P,0.03,0.64,1.35,0.007,288.0,6.900779756814518,18.11429155809907,32.70774872231354,50.16363135732282,70.16163659985308,92.47687165141606,116.9396307489321,143.41566379914502,171.79515592839576,201.98600542129563,233.9094515378692,267.4970876434374,302.6887399079893,339.4309124680325,377.6756175974215
270,F,0.06,0.66,1.39,0.008,287.0,8.194136071483664,20.8190579175067,36.79201934692203,55.59399390851137,76.90851274740342,100.51323012243789,126.24051634487549,153.95749611789415,183.55585370384398,214.94467839066013,248.04542559928805,282.7916308114882,319.1222611256663,356.9858585489192,396.33464308407287
271,F,0.05,0.74,1.4,0.007,295.0,5.88294984573295,15.442525697483282,27.88352216431684,42.76475090565611,59.813152101235985,78.83700349635532,99.69163006472533,122.26258291893876,146.45624432059225,172.19409708881184,199.4089972921264,228.04262792649962,258.04369049575365,289.36657950413695,321.9703851710056
272,F,0.044,0.72,1.35,0.006,287.0,6.4802407752141535,17.01039228979791,30.7145126210542,47.10661994878563,65.88593091978406,86.84125788074472,109.81323707214277,134.6757997076886,161.32582311906222,189.676818342326,219.65482437935185,251.1956033499345,284.2426484649025,318.7457239410361,354.65976646221236
273,F,0.05,0.7,1.4,0.006,287.0,6.521353622818964,17.118311993735976,30.9093759171026,47.40548033905688,66.30393363467805,87.39220830448774,110.50992953116466,135.53022870523705,162.3493289131653,190.8801924756606,221.04838916091217,252.78927354179297,286.04598033087603,320.7679550320775,356.9098484322972
274,F,0.057,0.69,1.42,0.005,287.0,7.154445255135292,18.363306518749567,32.67452510906774,49.609223903064304,68.87389529108042,90.26237259932597,113.61917396664204,138.82113991422938,165.7677537575161,194.37467211818907,224.56928426135505,256.2895845465524,289.4794792580188,324.0907917649874,360.07932735888926
275,F,0.03,0.94,1.24,0.004,296.0,5.840386690582661,15.3307989898944,27.681784819763898,42.45534783823389,59.380403813443024,78.26661760162717,98.97036090063278,121.37801286100631,145.3966330688888,170.9482724153836,197.96627275551242,226.39273900889222,256.1767438240783,287.273011661182,319.6409287219128
276,F,0.07,0.65,1.18,0.005,293.3333333333333,8.39662266091852,20.492013640325833,35.20698479372022,52.126097172830335,71.00292294465963,91.66411372225153,113.97920519201135,137.84438990518748,163.17559516483374,189.9021603984033,217.9618599507564,247.30458507666054,277.8804966833212,309.65157310227875,342.5800717739205
277,F,0.036,0.75,1.35,0.005,288.0,6.2136155694317745,16.3105109887738,29.450784384378707,45.168449335496625,63.1750980203583,83.26823196148958,105.29504431548223,129.134653312587,154.68817919822962,181.87269153949157,210.6172724144249,240.86032696777085,272.5476733446953,305.6311426799372,340.0675257576079
278,F,0.07,0.65,1.18,0.005,289.0,9.065277469430512,22.124167030917715,38.01153001361199,56.278803426680376,76.65990798906667,98.96767170268517,123.06122631480581,148.82848638410562,176.17867469016963,205.03549575550846,235.3317622190664,267.01336863735224,300.02650256115146,334.3301093241165,369.8834368263666
279,F,0.07,0.68,1.34,0.006,287.0,9.867913710149125,24.166586583655956,41.62470910655213,61.74244389365176,84.2224221692667,108.85548925034367,135.48420297640533,163.98334170309454,194.25141794837774,226.20314734557678,259.7635807497762,294.8720351824826,331.4686724650661,369.507342602216,408.94257145766863
280,P,0.195,0.597,1.327,0.005,284.44444444444446,39.2809328894734,86.8199852806654,137.89436399980082,191.81190021152145,248.25669394753052,307.00352395779396,367.8860723837225,430.76645491989024,495.54072445652423,562.1201352611553,630.4098601932812,700.3689446003234,771.9007664136428,844.9855492183459,919.5673106054685
281,F,0.035,0.74,1.35,0.005,289.0,6.084050135134053,15.970406517188104,28.836680787763775,44.226603209144855,61.85777979872947,81.5319345486967,103.09944692235585,126.44195575954838,151.4626431323775,178.08030786159927,206.22551079575877,235.83794144681966,266.86454775233267,299.25816525741277,332.9764857386377
282,F,0.05,0.73,0.69,0.01,291.0,5.449261200079845,14.30410904753301,25.827960366139678,39.61215103853014,55.403751102204275,73.02517198830961,92.34240405405643,113.24943553699664,135.65955015993947,159.50001899632696,184.7086479377301,211.23141908569113,239.02081564809467,268.0345941475992,298.2348606557823
283,W,0.12,0.87,1.72,0.008,285.0,27.325918349810745,61.762634607811286,99.97551291785074,141.29407145190112,185.37216197089566,231.96465271339994,280.88878981269767,331.9961380301065,385.17068786999295,440.31418452736375,497.33102018371903,556.1634883597693,616.7237545750855,678.9741861309553,742.8576284090657
284,F,0.05,0.73,0.69,0.01,292.22222222222223,5.3327716122351445,13.998328189128136,25.275832591850413,38.76535677070301,54.219377680931764,71.46410308834902,90.36838809228018,110.8284871579473,132.75953775365275,156.0903656888599,180.76010638694106,206.71589669730153,233.91123560066683,262.3047826641786,291.85945402300723
285,P,0.0505,0.58175,1.2517500000000001,0.0076,292.77777777777777,6.265770420579364,16.447415543498025,29.697983661286575,45.54757703101247,63.70536703952572,83.9671555100656,106.17885299361626,130.21856308239094,155.98657606076887,183.3992654076461,212.3851179415806,242.88202180228276,274.8353403519435,308.19650041319613,342.9219300875555
286,P,0.18,0.2,1.36,0.011,288.8888888888889,24.39330770795181,55.47540022941273,90.25722582674437,128.09306898703645,168.64236790766378,211.66420935562732,256.9787079495948,304.4402444421571,353.93434721772223,405.36418684285223,458.63701423751485,513.6940201673394,570.4516476040932,628.8703405376078,688.8945307510643
287,W,0.1,0.86,1.72,0.016,290.0,19.701049229017624,45.72657031772813,75.62925532950739,108.7600032320549,144.75842250758112,183.37021609061344,224.4048259071362,267.70918521235694,313.16133678269586,360.6584197677887,410.1055125073195,461.43539136611804,514.5666502284274,569.4512214603425,626.0319302597022
288,F,0.04,0.68,1.35,0.008,276.0,8.29164736443588,21.765267571105355,39.30006869472847,60.27422355042403,84.30287151581624,111.11579214545118,140.5090750998083,172.3214118788121,206.42085417519317,242.6967369666532,281.0544251097661,321.41172445950264,363.6963330157121,407.84397270386256,453.79698376418196
289,W,0.03,0.65,1.34,0.01,289.44444444444446,6.119859071080992,16.06440364924953,29.006405039260024,44.48690803344624,62.221856560990354,82.0118076196013,103.70626004996107,127.18615605281231,152.35410785831075,179.12843636087018,207.4392937105419,237.2260144494332,268.43523426620396,301.0195111098109,334.93628774302874
290,W,0.09,0.05,1.98,0.011,292.0,10.294184869788173,25.18447884282251,43.34559312161995,64.25970204072343,87.61900135679232,113.20698816576486,140.86069783817547,170.45050087118767,201.87135904841747,235.03500029322984,269.86380305950195,306.29502013336463,344.26662165205516,383.7309193265656,424.6408218973543
291,W,0.188,0.315,1.56,0.012,285.55555555555554,33.37816448671754,74.38909863468203,118.99753002014903,166.5301406013712,216.66154161907926,269.1604926304963,323.8554499151354,380.605582573167,439.302870686673,499.85544702939393,562.1693762418693,626.1966914218298,691.8459978368526,759.0897313503042,827.8721154626759
292,W,0.188,0.315,1.56,0.012,276.6666666666667,39.25667032370777,87.49233638197782,139.96096995414254,195.87039882899148,254.83774638587087,316.5909198718523,380.9280675807814,447.68348053102693,516.7300519603348,587.9596828615399,661.2618517041525,736.5801019098378,813.8069129420959,892.9098319351344,973.8232330566555
293,F,0.04,0.75,0.63,0.006,291.6666666666667,4.7864496364328435,12.564253214556302,22.68642059266671,34.793994814180934,48.66481061988291,64.14288012267953,81.11049371342244,99.47453418902725,119.15883285832793,140.09950705332577,162.24192753957115,185.53864679327276,209.94792764603415,235.4326648336114,261.959573590738
294,W,0.04,0.102,1.13,0.012,292.77777777777777,5.62889406002242,14.775638659125335,26.679369431828274,40.91795080078492,57.23011506176079,75.43241950506768,95.38643691009938,116.98266087625818,140.13151655666795,164.75787754287364,190.79749952089412,218.19458391242676,246.9000475520535,276.8702544219819,308.0660614345941
